"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sint Maarten (Dutch part)","SXM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3509436","3642951","3768960","3925684","4080888","4245817","4340610","4431267","4521999","4697800","4865205","4964970","5055715","5133453","5154997","5195624","5321072","5469454","5693701","5653165","5768641","5758216","5669075","5538377","5403434","5292803","5197787","5140493","5136172","5224031","5165836",
"Turks and Caicos Islands","TCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2260652","2322853","2388472","2465301","2539360","2621139","2701814","2787860","2880562","2982608","3092951","3200999","3319318","3441705","3562214","3690233","3820060","3951663","4088910","4232117","4378883","4535058","4695491","4865399","5039537","5221720","5408189","5597044","5789121","5986313","5983551",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","838908319","851919918","867927420","883494157","900859239","915075973","933046258","946230075","958361356","970224748","985151788","992929658","1001752593","1012361742","1023486056","1031248904","1040354177","1052197337","1059726776","1066045241","1071752931","1081498351","1089360705","1094572682","1100587864","1105162890","1108474456","1111727747","1116860945","1119470845","1102074002",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195617296","196649139","197732385","195665382","195936316","195909764","194707248","192881161","192222284","196354766","196421141","195238481","195243364","194863607","195761877","197071334","197660834","199386679","201203052","202582186","204430670","206162802","206807868","208036902","208801557","210000832","210876531","211566573","211848608","211213458","207028151",
"Togo","TGO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1195891","1224162","1252428","1285845","1311649","1344041","1387443","1434084","1491927","1549431","1609401","1660669","1710455","1759156","1813631","1872422","1929161","1990939","2052295","2114151","2177233","2240848","2305856","2373256","2441620","2511544","2582427","2654924","2728772","2804490","2816705",
"Thailand","THA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29752284","30253646","30697610","31098399","31502671","32196946","33038947","33805834","34067220","34161070","35021101","35315000","35810203","36285087","36815552","37347000","37575435","38305650","38752683","39186895","38941751","40061270","40107516","39263693","38995309","38919078","38664362","38489411","38908370","38650532","38483132",
"Tajikistan","TJK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1329921","1352484","1375621","1398841","1422645","1447158","1476275","1505500","1536374","1571623","1612423","1659454","1713087","1772975","1851899","1889658","1923985","1952398","1978870","2032607","2083437","2125761","2168899","2209823","2248689","2284109","2315763","2318789","2322550","2327476","2329182",
"Turkmenistan","TKM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268374","1316705","1389424","1439213","1524478","1590244","1626966","1698301","1733446","1749652","1784537","1822345","1862917","1894739","1926105","1945640","1967774","1998191","2027506","2072361","2107258","2136673","2166706","2194401","2223334","2258332","2283080","2313976","2348371","2380594","2361380",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165550280","170019250","175346392","180798716","185883505","191040698","194367242","201141656","206415262","211253198","215697347","220659602","225875749","231108904","237601029","243134458","248435562","252569050","257272950","262929570","265835709","269071127","276153391","279885205","283372355","288272180","292343566","297627543","302768557","308100538","285879369",
"Timor-Leste","TLS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320958","327976","334542","340358","345192","349035","345724","342503","340213","347261","343519","346764","356110","365499","375053","384547","394201","401079","408208","415606","423102","434157","445006","457445","469585","483010","497099","514316","530709","545809","559603",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59016009","60791371","62631050","64661064","67002140","68687485","70430505","72480418","74481526","77569439","79946240","82208310","84496062","87448385","90319175","93109676","94852792","96978244","97748116","100258563","102227642","103848638","105670027","107867443","108863155","110448033","112964048","114183880","115251483","117303093","113948606",
"Tonga","TON","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32042","32878","33530","34103","34718","34504","34283","34212","34216","34160","33998","34269","34380","34374","34349","34325","34334","34368","34361","34228","33956","33629","33130","32538","31970","31494","31263","31204","31252","31792","31566",
"South Asia (IDA & IBRD)","TSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402302424","411720221","421648386","432064657","443554184","453391535","464330632","475677061","487300959","498822396","510786322","523558859","536918678","551081355","565413238","579189491","584486907","590188804","595800123","602039453","607991975","611862751","616318723","624652331","631955245","640816258","648184817","657691454","664258515","675447767","647141741",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194692129","200203331","205974089","212010926","218251817","224775210","230887528","237246328","243877431","250748884","257827341","264548123","271513873","278898996","286531310","294377214","302270121","310384286","318666289","326552768","334693178","343717080","350805308","358685960","368233274","379027702","389728134","402341062","415312530","428800565","428466819",
"Trinidad and Tobago","TTO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464000","474410","483699","492217","508244","522861","538606","549232","560057","568682","577320","586943","597160","617304","636832","655442","660997","664116","668140","664488","657656","652553","664620","669533","676866","672830","670088","669781","669495","668958","637047",
"Tunisia","TUN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2524976","2602541","2675341","2765218","2851913","2934787","3012221","3086973","3133930","3178026","3221278","3258851","3294421","3328742","3363107","3397704","3492965","3563483","3639846","3729001","3807781","3872081","3962510","3955090","3981239","4012181","4034417","4060674","4086764","4115301","4108027",
"Turkey","TUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19671854","20039965","20179616","19234031","20658199","20943303","21250437","21214542","21765043","22205161","21416629","21767789","22072118","21907831","21874677","22316758","22241101","22626117","23362744","24208669","25218826","26283207","26782943","27839270","28689600","29779756","30828977","31957026","32825427","33318944","32317259",
"Tuvalu","TUV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11988423","12391022","12829049","13283527","13739103","14182949","14565366","14940575","15319640","15712322","16130290","16563197","17083855","17622060","18184277","18766992","19327212","19777376","20241230","20710631","21182238","21660978","22147170","22639880","23135756","23876858","24658253","25468147","26304005","27172947","28039058",
"Uganda","UGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6308232","6496534","6687409","6885774","7091186","7303723","7491817","7688535","7897873","8122162","8366079","8621820","8897892","9194211","9507856","9836275","10175253","10530964","10907527","11301737","11717625","12148581","12605531","13060928","13549204","14078447","14656889","15285342","15932278","16588432","16514678",
"Ukraine","UKR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23829190","23839261","23922019","24072316","24437200","24615080","24298384","23887346","23460026","22986354","23224275","22732738","22577667","22445285","22292788","22167506","22043102","21924436","21813765","21744285","21676891","21642069","21425570","21583163","20951080","20952135","20764636","20621915","20417458","20207728","19454894",
"Upper middle income","UMC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1068817931","1085202758","1105531175","1122591718","1143187888","1160716408","1179867559","1196799544","1212070085","1231800304","1249613797","1260158635","1274664135","1289801191","1307505473","1320992379","1333893095","1349746400","1360540858","1371379679","1378028957","1390102167","1404715402","1412910050","1421366541","1432505821","1441076465","1451290191","1460130609","1466795499","1426591524",
"Uruguay","URY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1386530","1399023","1434421","1432418","1471768","1502446","1516283","1530013","1543029","1541940","1559173","1602573","1577296","1570403","1571352","1583431","1620705","1662758","1688609","1707666","1711278","1732504","1730455","1726684","1750236","1749369","1750925","1748190","1749881","1759506","1686487",
"United States","USA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127947290","128708473","130863546","132263501","134757739","136700078","138600058","141054778","142807783","144781937","146738408","147700623","148537335","149149961","150211571","152069624","153926385","155217717","157018960","157119031","156905914","156975333","158646244","158753171","159542326","160604120","162552800","164257517","165475054","167282980","165491966",
"Uzbekistan","UZB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7627681","7817439","8135691","8385296","8650034","8882836","9125481","9360042","9594878","9790742","10036869","10295119","10556510","10814844","11040448","11277009","11510371","11738727","11987369","12255926","12684814","13062919","13283938","13509118","13739902","13950059","14162987","14370393","14554971","14762000","14384347",
"St. Vincent and the Grenadines","VCT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41497","42381","43213","43949","44621","45329","45988","46650","47276","47864","48417","49200","50019","50836","51585","52256","52789","53122","53346","53579","53866","54187","54616","55091","55527","55900","56350","56897","57461","57951","55567",
"Venezuela, RB","VEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7554287","7823900","8092119","8340766","8575936","8846663","9099160","9385242","9637432","9851433","10139739","10424094","10620863","10823290","11232886","11583003","11963901","12120856","12330653","12515230","12716070","12931336","13091976","13342703","13493597","13545018","13319573","13000331","12588139","11996396","11063337",
"British Virgin Islands","VGB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48631","49756","50477","50782","51013","51360","51095","51298","51762","52172","52423","53088","53624","54006","54302","54619","54746","54871","54977","54928","54812","54353","53831","53366","52957","52564","52339","52133","51957","51757","49545",
"Vietnam","VNM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33038716","33902312","34734828","35574840","36417351","37273607","38099187","39012401","39995702","40992951","41917512","42975752","43921344","44790577","45666854","46598033","47441387","48338678","49293953","50211131","51254209","52143760","52979840","54292866","54997811","55604620","55859289","56466327","57025338","57307620","56542499",
"Vanuatu","VUT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57405","59268","61263","63384","65062","67014","68627","69992","71363","73054","74631","77193","80187","82809","85482","87995","90695","93339","95817","98623","101751","104149","106992","110007","112809","115570","119016","122066","125178","128492","129484",
"World","WLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2325086195","2365809906","2408733571","2448928702","2496970975","2539440329","2583417435","2627164758","2668243047","2715841957","2761804104","2798178895","2839836022","2884528177","2932603747","2978294382","3014916613","3055194246","3090713379","3123787953","3153244733","3184494988","3218985123","3251337773","3283848457","3320395978","3355050224","3392584186","3428734191","3468097309","3386527486",
"Samoa","WSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43480","44402","45152","45538","46123","46035","46397","46979","47297","47448","47223","47505","47841","48061","48217","48379","48773","48894","49314","50092","50486","50925","51853","52422","52773","52680","52569","52779","53240","53543","53775",
"Kosovo","XKX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2478642","2637167","2806587","2992751","3171971","3375745","3529049","3684037","3845147","4015681","4087049","4174837","4262398","4354094","4456622","4569595","4683882","4811560","4947921","5089345","5231267","5317033","5408852","5504849","5604750","5861847","6096806","6331161","6561778","6793468","6956437",
"South Africa","ZAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12454773","12849592","13280277","13713371","14142567","14563397","14944259","15319141","15701409","16080517","16463987","16805314","17149625","17513163","17879755","18254907","18604581","18966474","19357609","19107455","18903307","19230873","19748125","20356336","20827819","21688512","22090024","22691811","22948482","23326431","21743198",
"Zambia","ZMB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3386841","3474760","3563039","3651190","3748395","3847953","3950603","4061819","4180574","4301013","4423693","4534290","4647235","4761136","4878794","5001756","5087338","5179445","5278728","5385206","5498646","5638713","5786679","5989277","6201159","6422839","6649721","6887268","7133451","7390078","7636664",
"Zimbabwe","ZWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4673455","4796722","4925948","5046616","5155033","5256948","5332556","5398216","5387409","5359334","5469780","5562013","5645674","5723422","5798924","5822516","5876507","5930826","5987037","6046567","6110063","6194591","6285545","6385796","6486791","6587823","6686432","6793545","6908699","7037037","6985770",
